max_depth,n_estimators,learning_rate,subsample,min_child_weight,loss
12,192,0.451043136,0.231523639,7,0.40625
8,262,0.9890633,0.188626378,9,0.4125
18,227,0.824743113,0.149372139,3,0.41875
13,255,0.954870194,0.085228461,3,0.425
16,232,0.406592878,0.015990553,4,0.43125
16,446,0.199029897,0.008490314,5,0.4375
18,434,0.916827557,0.055637959,9,0.45625
5,166,0.603178189,0.043318128,9,0.4625
10,438,0.47310761,0.024734192,2,0.475
17,222,0.649637724,0.012350895,8,0.55
9,400,0.86553117,0.013360158,9,0.55
17,439,0.026713813,0.005227901,5,0.56875
