lr,numOfL1,numOfL2,keep_prob,batch_size,loss
0.29358258843421936,3.186298370361328,34.1298713684082,0.8567569851875305,29.790456771850586,6.7854557507860305
0.048288505220846115,23.0,10.0,0.8539165631029895,19.0,7.7626001799624325
0.22451280788099903,21.0,21.0,0.7902959643372064,30.0,9.451239798562455
0.9327054816880281,13.0,32.0,0.5435024019346993,18.0,9.745677390281035
0.3700743669641307,108.0,42.0,0.4263364466578188,27.0,9.809486896532253
0.5345334053705169,9.0,2.0,0.4093786141280886,30.0,9.840109547254738
0.45913365470877293,107.0,41.0,0.7860034257113021,26.0,9.932468065343246
0.4550488591194153,29.568212509155273,35.79751205444336,0.7120989561080933,24.055740356445312,9.963281542433437
0.5731018781661987,21.33243179321289,24.511024475097656,0.6967365145683289,20.39449691772461,9.984344024046717
0.6364173698646134,45.0,103.0,0.744238367606467,9.0,9.98556130241229
0.8509390198585978,113.0,3.0,0.4805276950309655,25.0,9.987754672252034
0.42935875058174133,55.28411102294922,6.446331024169922,0.4983898401260376,25.439558029174805,9.992557477628862
0.35847487442346765,86.0,67.0,0.002924344992848155,3.0,9.999999999999998
0.19169994965501724,63.0,89.0,0.0022482807453581585,6.0,9.999999999999998
0.9745333684467814,44.0,54.0,0.003335159372381637,17.0,9.999999999999998
0.9830105042665146,18.0,23.0,0.017511083539260716,4.0,9.999999999999998
0.539199558119721,92.0,97.0,0.001299401976534592,20.0,9.999999999999998
0.36921313405036926,63.85570526123047,5.775905609130859,0.39935827255249023,30.478784561157227,10.002416335179205
0.7263296677789167,5.0,113.0,0.9422009272144464,27.0,10.00992124191134
0.9590040445327759,16.344532012939453,33.59669494628906,0.6760237812995911,19.30806541442871,10.013239240042031
0.38862274641251265,103.0,6.0,0.9738822410110826,29.0,10.014472416896602
0.2278837503221266,82.0,4.0,0.38074623807093894,17.0,10.014482572841537
0.8319554328918457,15.165790557861328,39.973907470703125,0.5867857336997986,20.85941505432129,10.015426779369598
0.25516108009368293,110.0,29.0,0.3898707998846776,25.0,10.04016908011563
0.4948048639589433,2.0,53.0,0.8905143118179596,32.0,10.046195574071831
0.38338857889175415,44.16722106933594,40.051902770996094,0.7566439509391785,22.85698127746582,10.06350485564344
0.5418792963027954,109.72018432617188,25.01941680908203,0.8473067283630371,27.16996955871582,10.25106124627695
0.5791398005608677,124.0,31.0,0.21432673108270034,21.0,10.258537720821113
0.3907747908464078,77.0,61.0,0.8809612372472271,27.0,10.274722367787046
0.5728073073593549,70.0,95.0,0.7584739320192179,15.0,10.278378477980512
0.2557632278092766,51.0,2.0,0.542609206663122,30.0,10.333860374409007
0.673280659799353,11.0,59.0,0.6403268329963094,24.0,10.40768963278172
