lr,numOfL1,numOfL2,keep_prob,batch_size,loss
0.1534371558137356,0.0,24.0,0.974492383003298,27.0,2.2640220972432017
0.06541615152430408,46.0,24.0,0.9816036027448433,27.0,3.209524000785469
0.09117172708714405,96.0,24.0,0.9776604781413945,27.0,3.6307538664493344
0.14082376488148163,8.0,24.0,0.9723627710191463,27.0,3.853088605630055
0.14821617305278778,112.340576171875,13.461429595947266,0.9352524876594543,14.105276107788086,3.9345186514405865
0.13264992833137512,27.55756187438965,21.01544952392578,0.9270898103713989,17.78607749938965,3.955607491567309
0.14270224899958867,8.0,24.0,0.9727661010695006,27.0,4.08141228828527
0.166451558470726,5.767910003662109,25.674158096313477,0.97714763879776,26.888896942138672,5.063035845819973
0.14194989204406738,13.565196990966797,25.593093872070312,0.9710038900375366,27.232208251953125,5.466400905691154
0.13385216891765594,7.879123687744141,27.65094566345215,0.9766324758529663,26.18064308166504,6.183230567549979
0.09451654771370885,0.0,24.0,0.8841788281121788,15.0,6.594420089452586
0.0434696159093824,1.0,0.0,0.997459131718867,6.0,7.199230405933667
0.26480529895943605,8.0,24.0,0.9767677091422702,27.0,7.4005071595821805
0.10913790417403199,6.0,51.0,0.9500848227056771,18.0,7.649633432570138
0.18699142336845398,15.899290084838867,6.113430023193359,0.9452056884765625,5.986934661865234,8.071783039912924
0.9802838587907453,2.0,74.0,0.9315493023639996,19.0,8.174872095447915
0.5832533754717866,2.0,105.0,0.9986542566875121,27.0,9.155925299505096
0.49893065726218666,41.0,37.0,0.8860898319857903,27.0,9.267828882302506
0.010622991919771063,122.0,3.0,0.9800462432289824,17.0,9.322412066993008
0.2540199048221991,111.0,76.0,0.7720604789604906,28.0,9.484283162393018
0.1710461143988735,4.0,84.0,0.8620042396743087,16.0,9.578175193245604
0.10955187976958586,0.0,109.0,0.9618802882874924,16.0,9.616751860339408
0.8084362809412581,118.0,1.0,0.7006025526033093,29.0,9.730275867245803
0.21199145104652162,96.0,32.0,0.7150538838663534,4.0,9.824629693967488
0.92284247083228,15.0,20.0,0.7784280861249925,14.0,9.840857343821622
0.7950305225293817,90.0,1.0,0.6135575248157359,29.0,9.857352646275054
0.44454318284988403,21.225229263305664,12.686412811279297,0.8652273416519165,19.152217864990234,9.886344153443748
0.41208125390930783,41.0,0.0,0.8608255831564209,21.0,9.90482798317254
0.44448375980947674,47.0,25.0,0.8304544444854657,30.0,9.924454233077531
0.093118774742067,55.0,7.0,0.9671625846079045,4.0,9.927317216584301
0.8122545350477822,15.0,20.0,0.794197010326713,18.0,9.942549674329197
0.0748162642121315,86.21153259277344,4.009571075439453,0.9305815100669861,10.898529052734375,9.960043875701158
0.2898826161932929,123.0,6.0,0.8353338111155497,27.0,9.98717718397845
0.21682624518871307,97.39754486083984,13.515968322753906,0.9509614706039429,6.119546890258789,9.992173652647704
0.5243685245513916,35.36479568481445,2.0631656646728516,0.9749678373336792,5.41741943359375,9.992310291126444
0.05254477839648705,77.0,8.0,0.8960701783025622,12.0,9.994937541152316
0.23456820845603943,116.79647064208984,6.850442886352539,0.8653185963630676,26.524024963378906,9.998919624808869
0.28978705406188965,53.3480110168457,19.259109497070312,0.9676210284233093,18.58183479309082,9.999690393695738
0.6210049787602399,3.0,2.0,0.92830910041506,11.0,10.001243970520573
0.2826471195291799,65.0,19.0,0.8524482458271585,26.0,10.001540886064546
0.436619847282485,107.0,67.0,0.920089336132431,16.0,10.00377187129798
0.3158292650965356,85.0,10.0,0.9850787734122696,3.0,10.006861619686415
0.25527359827101526,113.0,20.0,0.8351839224593819,9.0,10.007332328682006
0.2687356003340445,0.0,17.0,0.34711064138259684,15.0,10.008651305055864
0.20101986825466156,83.58248901367188,30.66012191772461,0.9675388336181641,22.037246704101562,10.014289869077782
0.45251575112342834,27.214216232299805,18.986454010009766,0.8592970967292786,23.78481101989746,10.015793286461342
0.6734644770622253,19.743776321411133,17.76754379272461,0.825806736946106,19.11713409423828,10.022863750938605
0.5333985090255737,27.36463165283203,19.00105094909668,0.8379244804382324,22.34694480895996,10.02591105968177
0.3880620002746582,22.548725128173828,18.637470245361328,0.8815558552742004,23.287525177001953,10.02642015754654
0.4300445020198822,86.1626205444336,10.198783874511719,0.8398278951644897,29.817279815673828,10.030958766062867
0.3278738751587531,57.0,42.0,0.6058415223053161,19.0,10.04080946597027
0.5114490389823914,29.80640983581543,33.21932601928711,0.9330978393554688,16.775869369506836,10.06085013271025
0.78040469519229,15.0,24.0,0.9894179230904205,14.0,10.072506804209391
0.20779885294694572,5.0,72.0,0.9174925831139136,20.0,10.096351245981012
0.8502059578895569,13.151016235351562,38.30434036254883,0.8111445307731628,20.493572235107422,10.128519568769503
0.6353620290756226,25.06269645690918,63.337547302246094,0.9622570276260376,21.802988052368164,10.132411913769682
0.49253585934638977,23.919889450073242,21.43592071533203,0.8649891018867493,22.86806869506836,10.152695664746165
0.16022334049808928,14.0,27.0,0.49097324175177637,9.0,10.211971785905618
0.3876829858473406,101.0,75.0,0.8264203856013448,27.0,10.23570204077689
0.49988898001995263,105.0,7.0,0.39418246771992027,10.0,10.332763035953732
0.2395592469611287,54.0,64.0,0.7464214872201052,28.0,10.526037485009192
0.1215041014388491,48.0,4.0,0.6454193148054475,6.0,10.54808344921599
0.37145040575484983,79.0,39.0,0.9358956271214859,27.0,10.582499807100575
0.4265491591151509,118.0,44.0,0.8447498103564339,12.0,10.735738274368094
0.2216285616159439,93.74077606201172,26.96169662475586,0.7711272835731506,6.746471405029297,11.119299458801816
0.7486124353175629,56.0,12.0,0.6315739045737913,20.0,11.136749252334617
0.6624292278177156,106.0,6.0,0.6303460880019519,8.0,11.250549601366686
0.3949975205730347,15.0,31.0,0.5732512483763079,11.0,11.273727513988073
0.2949493477493101,43.0,57.0,0.9015947721239037,7.0,11.342340555506627
0.24662814270716416,105.0,88.0,0.7437345851222331,29.0,11.380225453611729
0.23868891596794128,71.63951110839844,17.11182403564453,0.9663084149360657,11.661816596984863,11.67782872318413
0.16784030694827068,115.0,23.0,0.40196387143509804,27.0,11.690396275676386
0.22970178844731903,77.0,30.0,0.6382344236245435,25.0,11.70924740879667
0.10685233694652228,0.0,79.0,0.8624096766038235,20.0,11.728201255490012
0.1999194622039795,53.69124984741211,21.1199951171875,0.904841423034668,28.292293548583984,11.749112468406821
0.3476195343529912,52.0,34.0,0.8423999689332322,16.0,11.82975961864079
0.20559702648537628,107.0,94.0,0.9367815184337338,15.0,12.380162545067257
0.633283721372603,36.0,24.0,0.5951209960576758,18.0,12.431891347212984
0.1549621389439882,12.0,51.0,0.7614829381624874,4.0,12.82852557273928
0.8565774480240619,83.0,15.0,0.7588190895946969,13.0,12.845630878175704
0.3562574010917079,80.0,49.0,0.685564938170595,27.0,12.879436790452065
0.06705689948652173,12.0,16.0,0.9884697908906432,1.0,13.38982082631138
0.5700987577438354,49.470252990722656,50.02520751953125,0.9338341355323792,15.885185241699219,13.40754258623746
0.7679465476368292,66.0,54.0,0.7331189350769696,30.0,13.950478159219443
0.32083954056586267,98.0,45.0,0.999879961856225,26.0,14.12724126048833
0.03466595336794853,21.6809024810791,4.814266204833984,0.9256839156150818,8.052330017089844,14.137691368548122
0.22809949476841068,9.0,59.0,0.761039712798266,27.0,14.247680004975116
0.3025791012158753,9.0,28.0,0.9223247050294057,10.0,14.407206090868295
0.01439725980257326,30.0,5.0,0.8375968777687608,21.0,14.716027076359985
0.3383229856980739,116.0,46.0,0.8847817807698131,22.0,15.11559894762041
0.9958534616677575,50.0,21.0,0.8217129747963849,6.0,15.477375399663181
0.22385065516509783,71.0,88.0,0.8186626833649867,17.0,15.65227485236277
0.8349112868309021,22.622411727905273,16.852371215820312,0.7281303405761719,17.941329956054688,16.180597279377718
0.32845250483744265,32.0,42.0,0.9604488927144093,0.0,17.346319713286448
0.1182952280164374,28.0,38.0,0.9560702401864029,27.0,18.017591272218255
0.058267452729730676,13.0,29.0,0.7917462501768175,27.0,18.26687611528839
0.07358775287866592,32.80883026123047,23.12163734436035,0.9942997097969055,27.945350646972656,18.38132824460083
0.5551158934697356,23.0,9.0,0.7879028783326547,19.0,18.932457582969278
0.131095542762726,125.0,78.0,0.9205112190936506,27.0,18.989036093105618
0.12430644110557282,21.0,96.0,0.9248358393406889,19.0,19.034416892413454
0.22938809599375634,63.0,91.0,0.9092421963073484,27.0,19.051061181387773
0.6013102348603065,104.0,83.0,0.6967348483058025,28.0,20.361632651780003
0.30496044099317476,114.0,11.0,0.8714557931503764,2.0,20.438300307054668
0.1772155345741327,121.0,35.0,0.9549515711944582,2.0,20.74131016005335
0.9291455105352238,71.0,35.0,0.799465710143352,15.0,21.623610694556653
0.46304388017642173,112.0,81.0,0.8569150419697328,14.0,24.012801319761344
0.4551224222161884,35.0,8.0,0.7540884586093551,18.0,24.335341290359377
