lr,numOfL1,numOfL2,keep_prob,batch_size,loss
0.34034321553534463,1.0,50.0,0.9989420798387717,27.0,4.611731031870571
0.3155468570225485,4.0,41.0,0.998281492878928,27.0,4.7689111669126625
0.36332039233524593,1.0,93.0,0.9973937915555303,27.0,5.860441264501944
0.43325260281562805,44.61802291870117,10.840499877929688,0.9983888864517212,12.977127075195312,6.233647039222351
0.11055329442024231,81.87519073486328,48.38093948364258,0.9942009449005127,29.13262176513672,6.391032576984863
0.4104684324976319,1.0,113.0,0.9920594070175013,27.0,6.819643640545385
0.239323639484498,74.0,50.0,0.9297512499903311,27.0,7.361106156348834
0.43896496295928955,4.911781311035156,66.6048583984375,0.9595800042152405,24.516742706298828,7.657057343382208
0.2619731401357054,1.0,50.0,0.9308908213345906,27.0,7.825181220362644
0.4010464723042148,11.0,27.0,0.9992801991826925,25.0,7.833813164795825
0.1407716425001092,97.0,50.0,0.9222245828074364,27.0,8.629276913820757
0.6145378351211548,3.953655242919922,52.29479217529297,0.8998121619224548,15.455846786499023,8.883982076972297
0.31534114473450836,0.0,26.0,0.920847789823023,2.0,9.022634710401949
0.48256024718284607,36.35299301147461,47.841251373291016,0.8434593081474304,21.236753463745117,9.532913194266778
0.5517633024601468,1.0,39.0,0.7911154869699182,4.0,9.623557651687927
0.6044673577133074,5.0,74.0,0.8849902877393471,14.0,9.638837192506568
0.1736090108536235,60.0,9.0,0.6185836830428523,15.0,9.913442491705403
0.27014858636493577,53.0,30.0,0.8969103808158475,24.0,9.913843966295351
0.3890726155548973,102.0,5.0,0.4497253447080558,30.0,9.939197360243618
0.5663950674840603,58.0,9.0,0.6149746142644027,26.0,9.948649816307867
0.4025573432445526,48.836395263671875,18.824462890625,0.9623896479606628,19.150360107421875,9.950692774146836
0.34339216351509094,54.078880310058594,13.447782516479492,0.8933635354042053,16.194183349609375,9.954169618051491
0.30050647258758545,39.86478042602539,14.859317779541016,0.8604789972305298,12.296069145202637,9.966779205820217
0.2843153424718888,80.0,6.0,0.9348556462980713,6.0,9.968926418095986
0.28156259655952454,33.75210189819336,13.361818313598633,0.7784538865089417,20.254667282104492,9.97011366162017
0.33606755807258604,12.0,29.0,0.658129092441906,11.0,9.980199273565288
0.42161158091652995,57.0,41.0,0.9583846061082457,22.0,9.981229502661227
0.19683709740638733,82.46188354492188,18.76629638671875,0.8558112382888794,26.175928115844727,9.982107718123475
0.47807067211741205,56.0,11.0,0.8481608899101921,17.0,9.982127011507997
0.152008191599875,2.0,2.0,0.5126267482502422,17.0,9.98235458289039
0.36714352537835687,102.0,5.0,0.4500529281092638,30.0,9.984660529119951
0.22175682332645644,116.0,25.0,0.9195770386612645,27.0,9.98474093293559
0.3401085138320923,114.51929473876953,9.699222564697266,0.761064350605011,24.038537979125977,9.991348537867339
0.07349782397323529,102.0,0.0,0.8325037131456423,27.0,9.993973455613807
0.23662269209216885,59.0,9.0,0.5867005060463978,21.0,9.994254134347429
0.32229877674492896,33.0,19.0,0.9461009674674861,10.0,10.00066105152918
0.258199542760849,30.733020782470703,14.840005874633789,0.8325807452201843,23.475692749023438,10.002726617907967
0.19564062276583719,32.0,11.0,0.6945601714737338,11.0,10.003073452186499
0.5291147232055664,37.41328811645508,7.2301177978515625,0.9820547699928284,22.141098022460938,10.005594158871387
0.5053886346280361,42.0,21.0,0.8080046256606983,24.0,10.00595090702181
0.3605976728543608,1.0,113.0,0.9862179327005822,18.0,10.00749635605559
