max_depth,n_estimators,learning_rate,subsample,min_child_weight,loss
14.0,26.0,0.47208539621230317,4.0,0.0,0.21875
13.0,141.0,0.17279431754706265,1.0,0.0,0.23124999999999996
5.0,155.0,0.3570660263691743,2.0,1.0,0.23124999999999996
14.0,122.0,0.44720790799608495,4.0,0.0,0.23124999999999996
14.0,36.0,0.44238395633103583,4.0,1.0,0.23750000000000004
5.0,285.0,0.38309153392427775,4.0,0.0,0.23750000000000004
14.0,70.0,0.4343185337116342,4.0,0.0,0.23750000000000004
13.0,59.0,0.21775162039127777,1.0,0.0,0.23750000000000004
14.0,122.0,0.4540447949818623,4.0,0.0,0.23750000000000004
13.0,127.0,0.18328962982189528,0.0,0.0,0.23750000000000004
5.0,239.0,0.3527444920371485,2.0,1.0,0.23750000000000004
2.0,27.0,0.3206654806002763,2.0,1.0,0.23750000000000004
6.0,131.0,0.12930415319256477,1.0,0.0,0.23750000000000004
2.0,9.0,0.06072755466176469,1.0,0.0,0.23750000000000004
5.0,94.0,0.3834673243552335,4.0,0.0,0.23750000000000004
14.0,217.0,0.49345894434739423,4.0,0.0,0.23750000000000004
12.0,263.0,0.14978374172056577,4.0,0.0,0.24375000000000002
3.0,107.0,0.26509829193807094,4.0,2.0,0.24375000000000002
0.0,70.0,0.4080498119901995,2.0,0.0,0.24375000000000002
11.0,75.0,0.4179942372644027,4.0,0.0,0.24375000000000002
10.0,266.0,0.053018241203956706,0.0,0.0,0.24375000000000002
4.0,21.0,0.4621733792328671,3.0,0.0,0.24375000000000002
13.0,59.0,0.19461979358823914,1.0,3.0,0.24375000000000002
14.0,97.0,0.14115745164362492,4.0,0.0,0.24375000000000002
8.0,60.0,0.06734638890040816,0.0,1.0,0.24375000000000002
2.0,26.0,0.1398922633102521,2.0,0.0,0.24375000000000002
5.0,221.0,0.27086677542357773,4.0,0.0,0.24375000000000002
3.0,90.0,0.4171661180933003,4.0,0.0,0.24375000000000002
3.0,57.0,0.3085241403749139,3.0,0.0,0.24375000000000002
2.0,115.0,0.19815853326733837,4.0,0.0,0.24375000000000002
10.0,225.0,0.23426557211643104,2.0,2.0,0.24375000000000002
4.0,257.0,0.17416827956419195,3.0,1.0,0.24375000000000002
6.0,272.0,0.26087825906336176,4.0,0.0,0.24375000000000002
13.0,1.0,0.3697715154978297,1.0,4.0,0.24375000000000002
13.0,200.0,0.21332753064462925,1.0,0.0,0.24375000000000002
13.0,83.0,0.24998989829221124,4.0,1.0,0.24375000000000002
8.0,65.0,0.3448335445375789,0.0,2.0,0.24375000000000002
14.0,213.0,0.44285776885657424,4.0,0.0,0.24375000000000002
5.0,102.0,0.4301563047658412,4.0,0.0,0.24375000000000002
14.0,22.0,0.49144716230437985,3.0,2.0,0.24375000000000002
8.0,209.0,0.43122053924279197,2.0,0.0,0.25
