XX:MaxNewSize,Xms,Xmx,protocol,maxHttpHeaderSize,maxThreads,minSpareThreads,maxSpareThreads,minProcessors,acceptCount,enableLookups,connectionTimeout,disableUploadTimeout,compressionMinSize,90th
128,256,256,org.apache.coyote.http11.Http11Protocol,4096,1000,100,500,10,100,FALSE,30000,TRUE,2048,8049.369466
128,512,512,org.apache.coyote.http11.Http11AprProtocol,16384,200,100,500,100,100,FALSE,10000,TRUE,1024,8965.929468
256,128,512,org.apache.coyote.http11.Http11AprProtocol,8192,1000,25,75,10,50,FALSE,10000,FALSE,1024,8698.677801
512,256,512,org.apache.coyote.http11.Http11Protocol,8192,200,25,75,10,200,TRUE,30000,TRUE,1024,2731.991622
128,128,128,org.apache.coyote.http11.Http11Protocol,4096,500,50,75,10,50,TRUE,10000,FALSE,2048,5918.093585
128,256,512,org.apache.coyote.http11.Http11Protocol,16384,1000,100,500,50,50,TRUE,10000,TRUE,2048,7480.923645
256,256,256,org.apache.coyote.http11.Http11AprProtocol,8192,500,50,75,10,200,FALSE,10000,FALSE,2048,7711.289328
128,512,512,org.apache.coyote.http11.Http11Protocol,8192,200,100,75,50,50,TRUE,10000,FALSE,2048,7077.474757
256,512,512,org.apache.coyote.http11.Http11NioProtocol,4096,500,100,250,100,50,TRUE,10000,FALSE,2048,7502.250675
128,128,256,org.apache.coyote.http11.Http11NioProtocol,4096,1000,50,75,10,200,TRUE,10000,TRUE,1024,7904.305212
512,512,512,org.apache.coyote.http11.Http11Protocol,16384,200,25,75,50,200,FALSE,30000,FALSE,2048,7098.9115
128,128,128,org.apache.coyote.http11.Http11NioProtocol,8192,1000,50,500,50,200,TRUE,10000,TRUE,1024,5520.998196
256,256,256,org.apache.coyote.http11.Http11AprProtocol,16384,1000,100,75,50,50,FALSE,10000,FALSE,2048,8225.037013
512,256,256,org.apache.coyote.http11.Http11Protocol,16384,200,25,500,10,50,FALSE,30000,TRUE,2048,6265.402448
128,256,512,org.apache.coyote.http11.Http11Protocol,4096,1000,25,250,100,50,FALSE,30000,TRUE,1024,8495.695514
128,256,256,org.apache.coyote.http11.Http11Protocol,8192,500,25,500,100,50,TRUE,20000,FALSE,2048,7711.685775
256,128,256,org.apache.coyote.http11.Http11AprProtocol,8192,200,50,250,10,100,TRUE,20000,FALSE,2048,1414.040479
512,256,512,org.apache.coyote.http11.Http11NioProtocol,8192,200,100,250,50,200,TRUE,10000,FALSE,1024,2482.00546
128,512,512,org.apache.coyote.http11.Http11Protocol,4096,500,25,75,100,200,FALSE,20000,TRUE,2048,6633.939233
256,256,256,org.apache.coyote.http11.Http11NioProtocol,4096,1000,100,500,50,50,FALSE,20000,TRUE,2048,7116.424708
512,256,512,org.apache.coyote.http11.Http11AprProtocol,4096,500,25,250,50,100,TRUE,10000,TRUE,2048,3323.878745
128,128,128,org.apache.coyote.http11.Http11AprProtocol,4096,500,100,75,10,100,TRUE,20000,FALSE,2048,6025.306286
256,256,512,org.apache.coyote.http11.Http11NioProtocol,16384,500,100,500,50,200,FALSE,10000,FALSE,2048,7774.840616
256,256,256,org.apache.coyote.http11.Http11Protocol,16384,200,50,500,100,100,FALSE,20000,TRUE,2048,6724.045186
128,128,512,org.apache.coyote.http11.Http11NioProtocol,8192,200,50,75,10,200,TRUE,10000,TRUE,2048,7443.060587
128,128,256,org.apache.coyote.http11.Http11AprProtocol,16384,500,50,250,100,100,TRUE,20000,TRUE,2048,7821.054278
512,512,512,org.apache.coyote.http11.Http11Protocol,16384,200,100,75,50,50,FALSE,10000,TRUE,2048,6374.027961
256,128,512,org.apache.coyote.http11.Http11NioProtocol,16384,1000,25,75,10,100,FALSE,30000,TRUE,2048,8152.61699
256,256,512,org.apache.coyote.http11.Http11NioProtocol,16384,500,25,500,50,100,FALSE,20000,TRUE,1024,7694.675285
256,128,256,org.apache.coyote.http11.Http11NioProtocol,16384,200,50,75,50,200,FALSE,30000,TRUE,2048,1355.932203
128,128,128,org.apache.coyote.http11.Http11AprProtocol,16384,200,50,250,10,200,TRUE,10000,TRUE,1024,5624.929688
128,128,256,org.apache.coyote.http11.Http11AprProtocol,16384,1000,25,75,100,100,TRUE,10000,TRUE,2048,7965.588657
512,512,512,org.apache.coyote.http11.Http11Protocol,8192,1000,50,75,100,200,FALSE,10000,TRUE,1024,7763.573314
128,128,256,org.apache.coyote.http11.Http11NioProtocol,4096,1000,25,250,100,100,FALSE,20000,FALSE,2048,7354.02265
512,256,256,org.apache.coyote.http11.Http11Protocol,8192,500,50,250,10,200,TRUE,20000,TRUE,1024,6990.399851
256,128,512,org.apache.coyote.http11.Http11Protocol,16384,1000,50,500,100,100,FALSE,20000,TRUE,1024,7869.884575
512,256,512,org.apache.coyote.http11.Http11AprProtocol,8192,1000,100,250,50,100,FALSE,30000,TRUE,2048,3519.722177
128,256,256,org.apache.coyote.http11.Http11AprProtocol,8192,1000,25,250,10,100,TRUE,20000,FALSE,1024,7120.140504
512,256,512,org.apache.coyote.http11.Http11AprProtocol,8192,500,50,500,50,200,FALSE,10000,TRUE,2048,3915.120194
128,128,128,org.apache.coyote.http11.Http11Protocol,16384,200,100,250,50,50,FALSE,20000,TRUE,2048,5922.767117
256,256,256,org.apache.coyote.http11.Http11Protocol,4096,1000,50,500,10,50,FALSE,30000,TRUE,2048,7684.819919
128,128,512,org.apache.coyote.http11.Http11AprProtocol,16384,1000,50,75,50,200,TRUE,20000,TRUE,1024,7661.661048
256,512,512,org.apache.coyote.http11.Http11Protocol,8192,200,100,500,100,100,FALSE,20000,TRUE,2048,6776.292013
256,256,256,org.apache.coyote.http11.Http11NioProtocol,16384,500,25,75,10,200,FALSE,10000,TRUE,1024,6869.389998
128,128,512,org.apache.coyote.http11.Http11Protocol,16384,1000,50,75,100,50,TRUE,30000,TRUE,2048,6934.81276
256,256,512,org.apache.coyote.http11.Http11AprProtocol,16384,200,100,250,100,50,FALSE,30000,TRUE,1024,8752.990605
128,128,128,org.apache.coyote.http11.Http11Protocol,16384,200,100,500,100,50,TRUE,30000,FALSE,2048,5657.601931
128,256,512,org.apache.coyote.http11.Http11Protocol,4096,1000,50,250,10,200,TRUE,10000,FALSE,1024,7368.834742
128,128,512,org.apache.coyote.http11.Http11Protocol,4096,1000,25,250,10,200,TRUE,10000,TRUE,1024,6913.398166
512,256,512,org.apache.coyote.http11.Http11AprProtocol,16384,1000,25,500,50,100,TRUE,10000,TRUE,1024,2484.389751
128,256,256,org.apache.coyote.http11.Http11Protocol,16384,200,25,75,50,100,FALSE,20000,FALSE,1024,6672.597865
128,512,512,org.apache.coyote.http11.Http11NioProtocol,8192,200,100,500,100,100,FALSE,30000,FALSE,1024,7677.346709
256,512,512,org.apache.coyote.http11.Http11NioProtocol,16384,1000,100,500,10,50,TRUE,20000,TRUE,1024,7754.743318
128,256,512,org.apache.coyote.http11.Http11AprProtocol,4096,1000,50,250,10,200,TRUE,30000,TRUE,1024,7838.219157
128,256,512,org.apache.coyote.http11.Http11Protocol,16384,1000,50,75,10,100,TRUE,20000,TRUE,1024,7729.568175
256,256,256,org.apache.coyote.http11.Http11AprProtocol,4096,200,50,500,10,50,FALSE,20000,TRUE,1024,8369.134631
256,128,256,org.apache.coyote.http11.Http11Protocol,16384,1000,50,75,50,100,TRUE,20000,TRUE,2048,1264.350377
512,256,512,org.apache.coyote.http11.Http11NioProtocol,4096,1000,100,250,50,50,FALSE,10000,FALSE,1024,2429.818736
512,256,512,org.apache.coyote.http11.Http11Protocol,16384,1000,100,500,100,50,TRUE,10000,TRUE,1024,1253.509828
128,128,128,org.apache.coyote.http11.Http11AprProtocol,8192,500,50,500,100,50,FALSE,30000,FALSE,2048,6713.512062
512,512,512,org.apache.coyote.http11.Http11Protocol,8192,200,100,75,10,200,TRUE,20000,FALSE,1024,7099.919534
256,128,256,org.apache.coyote.http11.Http11AprProtocol,16384,1000,25,500,100,200,TRUE,20000,FALSE,1024,1429.238406
256,128,256,org.apache.coyote.http11.Http11Protocol,4096,200,50,75,50,100,TRUE,20000,FALSE,1024,1362.360699
128,128,512,org.apache.coyote.http11.Http11NioProtocol,16384,1000,100,75,10,200,FALSE,10000,TRUE,2048,7409.602845
512,512,512,org.apache.coyote.http11.Http11NioProtocol,8192,1000,25,75,50,200,TRUE,30000,TRUE,1024,7720.417932
256,128,512,org.apache.coyote.http11.Http11NioProtocol,4096,500,25,75,100,200,TRUE,20000,TRUE,2048,7432.365474
128,128,128,org.apache.coyote.http11.Http11NioProtocol,16384,1000,50,250,50,50,FALSE,30000,FALSE,1024,5481.053824
128,256,512,org.apache.coyote.http11.Http11NioProtocol,4096,1000,25,500,100,200,TRUE,30000,TRUE,1024,8012.820513
128,128,512,org.apache.coyote.http11.Http11AprProtocol,4096,500,25,75,100,100,TRUE,20000,FALSE,2048,7913.896803
512,128,512,org.apache.coyote.http11.Http11AprProtocol,4096,500,25,75,10,200,FALSE,30000,TRUE,2048,1257.06049
512,512,512,org.apache.coyote.http11.Http11Protocol,16384,1000,25,75,10,50,TRUE,10000,FALSE,2048,7510.138687
512,512,512,org.apache.coyote.http11.Http11NioProtocol,8192,200,100,75,100,50,FALSE,20000,TRUE,2048,7106.983796
256,256,512,org.apache.coyote.http11.Http11NioProtocol,8192,500,50,75,50,50,FALSE,10000,FALSE,1024,7532.011047
128,128,256,org.apache.coyote.http11.Http11Protocol,8192,1000,50,75,10,200,TRUE,30000,FALSE,2048,6456.333663
512,128,512,org.apache.coyote.http11.Http11AprProtocol,4096,1000,50,250,50,200,FALSE,20000,FALSE,1024,1412.65551
128,128,128,org.apache.coyote.http11.Http11NioProtocol,8192,500,100,75,10,100,TRUE,10000,FALSE,2048,5825.6952
512,128,512,org.apache.coyote.http11.Http11Protocol,8192,200,25,500,100,200,FALSE,20000,FALSE,2048,1355.197181
256,128,512,org.apache.coyote.http11.Http11Protocol,8192,500,50,75,100,100,TRUE,10000,FALSE,1024,7839.857837
128,256,256,org.apache.coyote.http11.Http11AprProtocol,8192,1000,50,250,50,50,TRUE,10000,FALSE,1024,7389.526578
512,512,512,org.apache.coyote.http11.Http11Protocol,16384,500,100,75,50,50,FALSE,30000,FALSE,1024,7564.29652
256,512,512,org.apache.coyote.http11.Http11NioProtocol,8192,500,100,75,10,200,FALSE,10000,TRUE,1024,7673.811838
256,128,256,org.apache.coyote.http11.Http11NioProtocol,16384,1000,100,250,100,50,FALSE,30000,FALSE,2048,1407.736922
128,128,128,org.apache.coyote.http11.Http11NioProtocol,4096,500,100,250,50,100,FALSE,20000,FALSE,2048,5696.274636
256,256,512,org.apache.coyote.http11.Http11AprProtocol,4096,200,100,250,10,200,FALSE,10000,TRUE,1024,8816.787163
256,128,256,org.apache.coyote.http11.Http11AprProtocol,16384,200,50,250,10,200,FALSE,10000,TRUE,2048,1264.520915
512,256,512,org.apache.coyote.http11.Http11NioProtocol,4096,200,25,500,50,200,FALSE,20000,FALSE,2048,2680.294475
128,128,256,org.apache.coyote.http11.Http11NioProtocol,8192,500,100,500,50,50,FALSE,30000,TRUE,1024,7682.064939
512,128,512,org.apache.coyote.http11.Http11NioProtocol,16384,500,50,250,50,100,FALSE,30000,FALSE,2048,1356.005749
128,256,512,org.apache.coyote.http11.Http11NioProtocol,16384,500,100,75,100,50,FALSE,30000,FALSE,1024,7537.688442
128,128,256,org.apache.coyote.http11.Http11Protocol,8192,1000,50,250,10,200,TRUE,10000,TRUE,1024,7460.830639
256,128,512,org.apache.coyote.http11.Http11Protocol,8192,200,100,75,50,200,TRUE,10000,FALSE,2048,6244.27608
