Protocol, MaxNewSize,Xms, Xmx ,maxHttpHeaderSize,maxThreads,minSpareThreads,maxSpareThreads,minProcessors,acceptCount, enableLookups,connectionTimeout,disableUploadTimeout,compressionMinSize,90th
org.apache.coyote.http11.Http11Protocol,256,128,128,16384,500,25,75,10,50,FALSE,20000,TRUE,2048,8766.29069
org.apache.coyote.http11.Http11Protocol,256,128,128,16384,500,25,75,10,50,FALSE,20000,TRUE,2048,8766.29069
org.apache.coyote.http11.Http11Protocol,64,64,256,4096,200,100,500,10,50,TRUE,10000,TRUE,1024,8760.14717
org.apache.coyote.http11.Http11NioProtocol,64,128,256,8192,1000,25,75,10,200,TRUE,10000,FALSE,1024,8757.078639
org.apache.coyote.http11.Http11AprProtocol,64,128,256,4096,500,100,500,50,100,TRUE,30000,TRUE,2048,8752.990605
org.apache.coyote.http11.Http11AprProtocol,256,256,512,16384,500,50,75,10,50,FALSE,20000,FALSE,1024,8746.865706
org.apache.coyote.http11.Http11AprProtocol,64,128,256,16384,1000,25,250,100,100,TRUE,10000,TRUE,1024,8737.694414
org.apache.coyote.http11.Http11AprProtocol,128,256,128,8192,1000,25,500,50,50,FALSE,10000,TRUE,2048,8733.115976
org.apache.coyote.http11.Http11Protocol,128,64,256,8192,1000,25,250,10,200,FALSE,30000,FALSE,1024,8730.574472
org.apache.coyote.http11.Http11NioProtocol,64,64,128,16384,1000,50,75,100,100,FALSE,30000,TRUE,1024,8726.511141
org.apache.coyote.http11.Http11Protocol,128,64,128,4096,500,50,500,10,50,TRUE,30000,FALSE,1024,8723.466124
org.apache.coyote.http11.Http11AprProtocol,256,128,256,4096,500,100,75,10,50,TRUE,10000,TRUE,1024,8719.916289
org.apache.coyote.http11.Http11AprProtocol,256,128,256,4096,500,100,75,10,50,TRUE,10000,TRUE,1024,8719.916289
org.apache.coyote.http11.Http13NioProtocol,256,128,128,16384,1000,25,75,50,200,FALSE,10000,FALSE,1024,8705.745792
org.apache.coyote.http11.Http11AprProtocol,256,256,512,16384,200,50,75,10,50,FALSE,20000,FALSE,1024,8705.240555
org.apache.coyote.http11.Http13NioProtocol,64,128,512,8192,200,25,250,100,200,TRUE,20000,TRUE,2048,8697.669025
org.apache.coyote.http11.Http11AprProtocol,256,128,256,4096,1000,50,250,10,200,TRUE,20000,FALSE,1024,8693.636258
org.apache.coyote.http11.Http11Protocol,256,256,256,16384,1000,100,250,100,50,FALSE,10000,FALSE,1024,8687.090983
org.apache.coyote.http11.Http11AprProtocol,256,128,256,4096,500,100,75,10,50,TRUE,10000,TRUE,1024,8676.53864
org.apache.coyote.http11.Http11AprProtocol,64,128,256,4096,500,100,500,50,100,TRUE,30000,TRUE,2048,8676.53864
org.apache.coyote.http11.Http11AprProtocol,64,128,256,4096,500,100,500,50,100,TRUE,30000,TRUE,2048,8676.53864
org.apache.coyote.http11.Http11Protocol,64,64,256,4096,200,100,500,10,50,TRUE,10000,TRUE,1024,8667.514157
org.apache.coyote.http11.Http11Protocol,256,128,128,16384,500,25,75,10,50,FALSE,20000,TRUE,2048,8646.031472
org.apache.coyote.http11.Http11AprProtocol,256,256,256,8192,1000,25,500,10,100,FALSE,30000,TRUE,2048,8644.536653
org.apache.coyote.http11.Http11AprProtocol,64,256,128,8192,200,100,500,100,100,FALSE,10000,FALSE,2048,8629.616845
org.apache.coyote.http11.Http11Protocol,256,256,256,16384,500,50,75,100,50,TRUE,20000,TRUE,1024,8620.194242
org.apache.coyote.http11.Http11AprProtocol,256,256,512,8192,1000,25,500,10,100,FALSE,30000,TRUE,2048,8604.864617
org.apache.coyote.http11.Http11AprProtocol,256,256,512,8192,1000,25,500,10,100,FALSE,30000,TRUE,2048,8604.864617
org.apache.coyote.http11.Http13NioProtocol,64,256,256,8192,500,25,75,50,20,FALSE,30000,TRUE,2048,8567.511995
org.apache.coyote.http11.Http13NioProtocol,64,256,256,8192,500,25,75,50,200,FALSE,30000,TRUE,2048,8567.511995
org.apache.coyote.http11.Http11AprProtocol,64,256,256,4096,200,50,250,10,50,TRUE,30000,TRUE,1024,8554.807802
org.apache.coyote.http11.Http13NioProtocol,64,64,256,8192,500,50,500,50,100,TRUE,20000,FALSE,2048,8527.087715
org.apache.coyote.http11.Http13NioProtocol,64,64,256,8192,500,50,500,50,100,TRUE,20000,FALSE,2048,8527.087715
org.apache.coyote.http11.Http11AprProtocol,64,256,256,16384,1000,25,500,50,200,TRUE,20000,TRUE,1024,8518.855066
org.apache.coyote.http11.Http13NioProtocol,128,256,128,4096,1000,25,75,50,200,FALSE,20000,FALSE,2048,8501.95545
org.apache.coyote.http11.Http11AprProtocol,128,128,512,16384,200,100,75,10,50,FALSE,10000,FALSE,1024,8496.657981
org.apache.coyote.http11.Http11Protocol,128,128,512,16384,1000,50,75,50,200,FALSE,20000,FALSE,1024,8483.203258
org.apache.coyote.http11.Http11Protocol,128,128,512,16384,1000,50,75,50,200,FALSE,20000,FALSE,1024,8483.203258
org.apache.coyote.http11.Http11AprProtocol,128,128,512,16384,200,25,75,100,200,FALSE,20000,FALSE,1024,8453.085376
org.apache.coyote.http11.Http11Protocol,256,128,128,4096,500,100,250,50,200,TRUE,30000,FALSE,2048,8432.651226
org.apache.coyote.http11.Http11Protocol,256,128,128,4096,500,100,250,50,200,TRUE,30000,FALSE,2048,8432.651226
org.apache.coyote.http11.Http13NioProtocol,64,256,128,16384,1000,50,250,100,200,FALSE,20000,TRUE,2048,8426.966292
org.apache.coyote.http11.Http13NioProtocol,64,256,128,16384,1000,50,250,100,200,FALSE,20000,TRUE,2048,8426.966292
org.apache.coyote.http11.Http11Protocol,128,64,128,4096,500,50,500,10,50,TRUE,30000,FALSE,1024,8424.599832
org.apache.coyote.http11.Http11Protocol,128,64,128,4096,500,50,500,10,50,TRUE,30000,FALSE,1024,8424.599832
org.apache.coyote.http11.Http11AprProtocol,128,128,512,16384,200,100,75,10,50,FALSE,10000,FALSE,1024,8396.775638
org.apache.coyote.http11.Http11AprProtocol,128,128,512,16384,200,100,75,10,50,FALSE,10000,FALSE,1024,8396.775638
org.apache.coyote.http11.Http11NioProtocol,128,256,128,8192,200,50,500,100,100,FALSE,30000,TRUE,1024,8393.956351
org.apache.coyote.http11.Http11Protocol,128,64,128,4096,500,50,500,10,50,TRUE,30000,FALSE,1024,8378.952072
org.apache.coyote.http11.Http11NioProtocol,256,256,128,16384,500,25,500,50,200,FALSE,20000,FALSE,1024,8371.937266
org.apache.coyote.http11.Http13NioProtocol,128,256,128,8192,200,50,500,100,100,FALSE,30000,TRUE,1024,8366.333872
org.apache.coyote.http11.Http13NioProtocol,128,256,128,8192,200,50,500,100,100,FALSE,30000,TRUE,1024,8366.333872
org.apache.coyote.http11.Http11Protocol,128,64,128,4096,500,50,500,10,50,TRUE,30000,FALSE,1024,8349.568606
org.apache.coyote.http11.Http11Protocol,128,64,128,16384,500,50,75,10,200,TRUE,30000,FALSE,1024,8337.038684
org.apache.coyote.http11.Http11Protocol,128,64,128,16384,500,50,75,10,200,TRUE,30000,FALSE,1024,8337.038684
org.apache.coyote.http11.Http11Protocol,256,256,256,16384,1000,100,250,100,50,FALSE,10000,FALSE,1024,8318.083514
org.apache.coyote.http11.Http11Protocol,128,64,128,16384,500,50,75,10,200,TRUE,30000,FALSE,1024,8301.970334
org.apache.coyote.http11.Http11Protocol,128,64,128,16384,500,50,75,10,200,TRUE,30000,FALSE,1024,8301.970334
org.apache.coyote.http11.Http11NioProtocol,64,256,512,8192,1000,25,500,10,100,TRUE,20000,TRUE,2048,8273.579702
org.apache.coyote.http11.Http13NioProtocol,256,256,128,4096,200,25,250,100,100,TRUE,10000,FALSE,2048,8270.842523
org.apache.coyote.http11.Http13NioProtocol,256,256,128,4096,200,25,250,100,100,TRUE,10000,FALSE,2048,8270.842523
org.apache.coyote.http11.Http11AprProtocol,256,128,256,4096,500,100,75,10,50,TRUE,10000,TRUE,1024,8260.36676
org.apache.coyote.http11.Http11AprProtocol,256,128,256,4096,500,100,75,10,50,TRUE,10000,TRUE,1024,8260.36676
org.apache.coyote.http11.Http11AprProtocol,64,128,256,16384,1000,25,250,100,100,TRUE,10000,TRUE,1024,8252.640845
org.apache.coyote.http11.Http11Protocol,64,256,256,4096,200,50,75,100,100,TRUE,20000,FALSE,2048,8215.126787
org.apache.coyote.http11.Http11Protocol,64,256,256,4096,200,50,75,100,100,TRUE,20000,FALSE,2048,8215.126787
org.apache.coyote.http11.Http11AprProtocol,256,128,256,16384,1000,25,250,10,100,TRUE,30000,FALSE,2048,8215.126787
org.apache.coyote.http11.Http11Protocol,64,256,256,4096,200,50,75,100,100,TRUE,20000,FALSE,2048,8215.126787
org.apache.coyote.http11.Http11AprProtocol,256,128,256,16384,1000,25,250,10,100,TRUE,30000,FALSE,2048,8215.126787
org.apache.coyote.http11.Http13NioProtocol,128,256,128,4096,1000,25,75,50,200,FALSE,20000,FALSE,2048,8210.630029
org.apache.coyote.http11.Http11Protocol,256,128,128,16384,500,25,75,10,50,FALSE,20000,TRUE,2048,8148.188386
org.apache.coyote.http11.Http11Protocol,256,128,128,16384,500,25,75,10,50,FALSE,20000,TRUE,2048,8148.188386
org.apache.coyote.http11.Http13NioProtocol,256,256,128,4096,200,25,250,100,100,TRUE,10000,FALSE,2048,8112.49324
org.apache.coyote.http11.Http13NioProtocol,256,256,128,4096,200,25,250,100,100,TRUE,10000,FALSE,2048,8112.49324
org.apache.coyote.http11.Http13NioProtocol,128,256,128,8192,200,100,500,100,100,FALSE,30000,TRUE,1024,8093.670749
org.apache.coyote.http11.Http13NioProtocol,128,256,128,8192,200,100,500,100,100,FALSE,30000,TRUE,1024,8093.670749
org.apache.coyote.http11.Http11AprProtocol,256,256,256,8192,1000,25,500,10,100,FALSE,30000,TRUE,2048,8059.74961
org.apache.coyote.http11.Http11AprProtocol,256,256,256,8192,1000,25,500,10,100,FALSE,30000,TRUE,2048,8059.74961
org.apache.coyote.http11.Http11Protocol,256,256,256,16384,500,50,75,100,50,TRUE,20000,TRUE,1024,8000
org.apache.coyote.http11.Http11Protocol,128,256,256,4096,200,100,75,50,100,FALSE,20000,TRUE,2048,7996.588122
org.apache.coyote.http11.Http11Protocol,128,256,128,4096,1000,25,250,10,50,TRUE,10000,TRUE,1024,7897.230704
org.apache.coyote.http11.Http11AprProtocol,256,128,128,16384,1000,25,75,50,200,FALSE,10000,FALSE,1024,7731.560229
org.apache.coyote.http11.Http11AprProtocol,256,128,128,16384,1000,25,75,50,200,FALSE,10000,FALSE,1024,7731.560229
